id,fecha_documento,periodo,detalle,importe_total,tipo_egreso,medio_pago,estado_pago,origen,estado_control,rubro_id,proveedor_id,tipo_documento,numero_documento,moneda,es_intercompany,observaciones,llave_dedup
3e92e4db-3de4-4232-a838-d62c1f8ef969,2026-01-02,2026-01,Sueldo 2da Quincena 12/2025 (Recibo) - Nahuel Insaurralde,437035.46,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,00973821-e775-4164-8183-22f645d4aad6,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|AI BLOCK TECHNOLOGIES SRL|GASTO SIN COMPROBANTE|437.035
2efa6cda-eb95-4753-a92c-c49069781256,2026-01-02,2026-01,Sueldo 2da Quincena 12/2025 (Recibo)- Gramajo Mauro,437035.46,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,00973821-e775-4164-8183-22f645d4aad6,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|AI BLOCK TECHNOLOGIES SRL|GASTO SIN COMPROBANTE|437.035
89ae38d9-5142-4bd9-82bd-c7e963297427,2026-01-02,2026-01,Sueldo 2da Quincena 12/2025 (Recibo) - Maldonado Rodolfo,462062.66,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,00973821-e775-4164-8183-22f645d4aad6,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|AI BLOCK TECHNOLOGIES SRL|GASTO SIN COMPROBANTE|462.063
0fabcde7-e9cc-454f-a030-c009dd59a927,2026-01-02,2026-01,Sueldo 2da Quincena 12/2025 (Recibo) - Monzon Hugo,511923.46,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,00973821-e775-4164-8183-22f645d4aad6,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|AI BLOCK TECHNOLOGIES SRL|GASTO SIN COMPROBANTE|511.923
e4e1f375-bca5-400a-bb56-508e4c1661c8,2026-01-02,2026-01,Sueldo 2da Quincena 12/2025 (Recibo) - Gallo Gonzalo,512662.66,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,00973821-e775-4164-8183-22f645d4aad6,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|AI BLOCK TECHNOLOGIES SRL|GASTO SIN COMPROBANTE|512.663
c8c9101e-c7e1-4823-9b2e-7b2502e599dd,2026-01-02,2026-01,Sueldo 2da Quincena 12/2025 (Recibo) - Oliva Matias,512662.66,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,00973821-e775-4164-8183-22f645d4aad6,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|AI BLOCK TECHNOLOGIES SRL|GASTO SIN COMPROBANTE|512.663
0d4d4a97-0ebb-4e58-be05-15bea0c301d1,2026-01-02,2026-01,Sueldos 12/2025 Chaju Gabriel (Recibo),1113199.0,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,5d1b320a-cfc6-491b-bccf-cb4ee397b256,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|AKAI SA|GASTO SIN COMPROBANTE|1.113.199
4baa9544-b90b-48c2-826d-0f351ff993e5,2026-01-02,2026-01,Sueldos 12/2025 Piermartini (Recibo),1900872.0,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,5d1b320a-cfc6-491b-bccf-cb4ee397b256,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|AKAI SA|GASTO SIN COMPROBANTE|1.900.872
da85a84b-c276-4398-9a08-493dd9ed9b8a,2026-01-02,2026-01,Sueldo 12/2025 (Diferencial) - Piermartini Fernando,3099200.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,5d1b320a-cfc6-491b-bccf-cb4ee397b256,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|AKAI SA|GASTO SIN COMPROBANTE|3.099.200
a6b8ae20-2e1e-4cdb-baec-7e4ddd3e385f,2026-01-02,2026-01,Sueldo 12/2025 (Recibo) - Bernardis Maximiliano,549707.15,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2d1f2a4e-e4f8-4327-9230-7ee2cc10e352,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|ARGENGRAFT SRL|GASTO SIN COMPROBANTE|549.707
0198db54-d9e7-47bf-a28a-046164166b76,2026-01-02,2026-01,Sueldo 12/2025 (Recibo) - Araujo Sergio,602836.35,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2d1f2a4e-e4f8-4327-9230-7ee2cc10e352,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|ARGENGRAFT SRL|GASTO SIN COMPROBANTE|602.836
172fde0b-4d46-4c2e-aefa-787013e8b9c8,2026-01-02,2026-01,Poliza Capitan sarmiento incendio,35614.55,,Débito Automático,Estimado,matriz_historica,revisar,c79a1013-b175-4b93-ba18-e69908201cee,ae87331f-e6ad-4dc6-ac13-8affd74e6018,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Requiere revisión manual para gestión.",20260102|CAPITAL ASSISTANCE SA|GASTO SIN COMPROBANTE|35.615
9663406d-95b8-4105-8b57-80dae8382f2a,2026-01-02,2026-01,Sueldo 12/2025 (Diferencial) - Hernandez Salazar Anais,384700.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,8160b26b-70a5-45df-b09f-98f2365f7b61,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|FIBER UP SA|GASTO SIN COMPROBANTE|384.700
14f6c6f2-d4f6-40e1-b9fe-572676a00a44,2026-01-02,2026-01,Pago Sueldo 12/2025 (Recibo) - Hernandez Salazar Anais,483144.82,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,8160b26b-70a5-45df-b09f-98f2365f7b61,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|FIBER UP SA|GASTO SIN COMPROBANTE|483.145
903de4e3-70de-4f1e-af9f-b6ee8bbffd53,2026-01-02,2026-01,Pago Sueldo 12/2025 (Recibo) - Acevedo Raul,622057.64,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,8160b26b-70a5-45df-b09f-98f2365f7b61,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|FIBER UP SA|GASTO SIN COMPROBANTE|622.058
fab2695d-ca4a-4ea8-b9f1-6fc43d1f234c,2026-01-02,2026-01,Pago Sueldo 12/2025 (Recibo) - Sanchez Agustin,622057.64,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,8160b26b-70a5-45df-b09f-98f2365f7b61,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|FIBER UP SA|GASTO SIN COMPROBANTE|622.058
5024cb37-67f6-43bd-aaf0-a30fe6700fa8,2026-01-02,2026-01,Pago Sueldo 12/2025 (Recibo) - Grimalde Lucas,606227.64,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,a3831295-0538-40ff-b912-e8cc361d16fc,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|MORA CERO SA|GASTO SIN COMPROBANTE|606.228
461802e8-0443-4dd5-aa2c-543f9101794e,2026-01-02,2026-01,Sueldo 12/2025 (Diferencial) - Sucheyre Delfina,631000.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,a3831295-0538-40ff-b912-e8cc361d16fc,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|MORA CERO SA|GASTO SIN COMPROBANTE|631.000
6a8d7aa8-73f7-4f97-b8a5-ae0140ff9114,2026-01-02,2026-01,Pago Sueldo 12/2025 (Recibo)- Sucheyre Delfina,757802.04,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,a3831295-0538-40ff-b912-e8cc361d16fc,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|MORA CERO SA|GASTO SIN COMPROBANTE|757.802
34435926-26e7-42c1-a74e-4e5fc6c42776,2026-01-02,2026-01,Gastos Parquero Local exterior - Capitan Sarmiento,8000.0,,Efectivo,Estimado,matriz_historica,revisar,c79a1013-b175-4b93-ba18-e69908201cee,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Requiere revisión manual para gestión.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|8.000
73f5a472-2212-4566-806e-532219540845,2026-01-02,2026-01,Combustible Autos - Capitan Sarmiento - KUJ-458,40001.0,,Efectivo,Estimado,matriz_historica,revisar,f457200b-42b2-4dd7-8d1e-7912fd4592e3,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Requiere revisión manual para gestión.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|40.001
670a22f8-08d5-436f-9959-3f9634c633c1,2026-01-02,2026-01,Plus Vacacional (Recibo) - Camila Vega,45249.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|45.249
2b97c444-cc86-4ce2-b7e3-b8dc9bf70126,2026-01-02,2026-01,Plus Vacacional (Diferencial) - Camila Vega,58400.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|58.400
29010bbf-961e-4b31-8c93-4775a4a609f6,2026-01-02,2026-01,Com. Ventas Mensuales Capitan Sarmiento 12/2025 (estimado),160500.0,,Efectivo,Estimado,matriz_historica,revisar,6f678363-205a-4081-ae32-2d2a8999f5e2,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Requiere revisión manual para gestión.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|160.500
aa7d5685-940f-492f-9e8b-a16508047ce7,2026-01-02,2026-01,Radares Logans mensual,184462.77,,Débito Automático,Estimado,matriz_historica,revisar,f457200b-42b2-4dd7-8d1e-7912fd4592e3,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Requiere revisión manual para gestión.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|184.463
5698bfa0-50b3-49e2-9b63-8f97af868310,2026-01-02,2026-01,Sueldo 12/2025 (Diferencial) - Camila Vega,200000.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|200.000
e253a4dd-7d40-4528-82c9-b12ddda98355,2026-01-02,2026-01,Sueldo 12/2025 (Proporcional) - Tamara,238400.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|238.400
4f825cce-7928-4b65-8023-aeca4bfc97be,2026-01-02,2026-01,Sueldo 12/2025 (Diferencial) - La Cruz Victor,253700.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|253.700
8843fe52-f07e-4b9f-9292-781b656de858,2026-01-02,2026-01,Sueldo 12/2025 (Diferencial) - Cavicchia Juan Jose,328700.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|328.700
ff7bea1b-1d32-445d-9bc1-16792c021a00,2026-01-02,2026-01,Sueldo 12/2025 (Diferencial) - Fiorante Camila (CS),355000.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|355.000
d5a20b24-32dc-4688-8269-92d804ca6b9d,2026-01-02,2026-01,Com. Ventas quincenales Capitan Sarmiento 12/2025 - Marcelo / Gaspar (2da quincena),450000.0,,Efectivo,Estimado,matriz_historica,revisar,6f678363-205a-4081-ae32-2d2a8999f5e2,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Requiere revisión manual para gestión.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|450.000
3f68b83e-9738-4e50-b52a-ec6e289614ce,2026-01-02,2026-01,Sueldo 12/2025 (Recibo) - Gomez Camila Ayelen,484700.27,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|484.700
b3c67f6c-252d-4548-a675-a9ef0d80fbed,2026-01-02,2026-01,Sueldo 12/2025 (Recibo) - Vega Camila,484700.27,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|484.700
b71902ab-ac27-4bdb-907d-4833bf7fc508,2026-01-02,2026-01,Sueldo 12/2025 (Recibo) - Quipildor Aylen,484800.27,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|484.800
733c969f-6067-4ee7-b486-aabcc1428da5,2026-01-02,2026-01,Sueldo 12/2025 (Recibo) - Cavicchia Juan Jose,521027.81,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|521.028
7b04536e-2e83-40e1-a5d2-3b2be567e088,2026-01-02,2026-01,Sueldo 12/2025 (Recibo) - La Cruz Victor,521027.81,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|521.028
3b2372b3-4436-4f29-9c5e-f85bd2f336d0,2026-01-02,2026-01,Sueldo 12/2025 (Recibo) - Benitez Alejandro,589148.91,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|589.149
389fc452-bcbb-482b-9360-25c82de3cc6e,2026-01-02,2026-01,Sueldo 12/2025 (Diferencial) - Carballo Ariel,657500.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|657.500
4495a250-3fa6-4598-ae5a-56ea34dc4bd3,2026-01-02,2026-01,Sueldo 12/2025 (Diferencial) - Quipildor Aylen,676800.0,,Efectivo,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|676.800
cc5c53b3-300a-497a-bd1a-2803d0d736e5,2026-01-02,2026-01,Sueldo 12/2025 (Recibo) - Fiorante Camila,735383.07,,Transferencia Bancaria,Estimado,matriz_historica,revisar,3afe9fbe-11f8-43b3-b28e-a6ae0aff1093,2c118e4e-3848-4b55-8b25-ac23a8846c7f,Gasto sin comprobante,,ARS,f,"Falta: empresa, subrubro, centro_costo, tipo_egreso | Gasto operativo mensual.",20260102|NETSHARING SA|GASTO SIN COMPROBANTE|735.383
